Villefranche-de-Rouergue,6
Valladolid,6
Urbini,6
Upsalis,6
"Téhéran",6
"Tot Brugge",6
Stadae,6
St-P,6
Sassari,6
Roterodami,6
Ravenna,6
Quimper,6
Quedlinburg,6
Pressburg,6
Prague,6
Porto,6
Pestini,6
Paphos,6
Osimo,6
Oeniponti,6
Numburgi,6
Noviomi,6
Nijmegen,6
"Monasterii Westphaliae",6
"Lugduni Batav",6
"Lipsiae recusa",6
"Kostantiniye [Istanbul",6
"Kassán",6
Gryphiae,6
Gravenhaage,6
Giessae-Hassorum,6
"Franckfurth am Mayn",6
Francfort-sur-le-Mein,6
Flensburgi,6
Ex,6
Edimbourg,6
Dole,6
Delf,6
"Cöllen",6
Catania,6
Carpentoracti,6
"Cap-Haïtien",6
Campis,6
Cambray,6
Caesenae,6
Budissae,6
Brugghe,6
Biel,6
Avranches,6
"Aux Délices",6
Aurelianis,6
"Augustae Vindel",6
Augusta,6
Auch,6
"Au Parnasse",6
"Amsterdam. In-12. -XcD-VIIIb-",6
"Amsterdam (Genève",6
"Altorfii Noric",6
Altonaviae,6
Al,6
Aix-en-Provence,6
"Évreux",5
Witebergae,5
Wezlariae,5
Westminster,5
"W Lipsku",5
Vittebergae,5
"Vienne en Autriche : dans l'impr. de J. L. N. de Ghelen",5
"Vienne en Autriche : dans l'impr. de Ghelen",5
"Vienna d'Austria",5
Vesuntione,5
Vesontione,5
Vercellis,5
Utrech,5
"Ulyssipone occidentali",5
"Trajecti ad Viadrum",5
"Tiguri Helv",5
Sulzbach,5
"Suivant la copie imprimée à Londres",5
Strals,5
"Stadt am Hof",5
Sorau,5
Sestos,5
Sedan,5
Saumur,5
Salzburgi,5
Saint-P,5
"S. l",5
"S'Gravenhage",5
Rudolstadii,5
Roveredo,5
Rover,5
Reggio,5
Ratisbonne,5
Provins,5
"Printed at Strawberry-Hill",5
Posonyban,5
Offenbach,5
"New York",5
Narbonne,5
"Mâcon",5
Munich,5
Mitau,5
Mexici,5
Memphis,5
Mechliniae,5
Manhemii,5
Malta,5
Malaga,5
Madras,5
Luxemburgi,5
Lugduni-Batavorum,5
"Lugduni Bat",5
"Londres [i.e. Paris",5
Lisbona,5
Leopoli,5
Lauzanne,5
Lauban,5
"La Haye (Paris",5
"Köln am Rheine",5
Kiel,5
"Iruñean",5
Ipris,5
"Insulis Flandrorum",5
"Imprimé à Rouen",5
"Hoolum i Hialltadal",5
Holland,5
Heydelberg,5
"Herbornae Nassaviorum",5
Helmstaedt,5
Heidelberg,5
Hanoviae,5
"Halae Magd",5
"Gênes",5
Gorinchem,5
Glogau,5
Gerona,5
"Gattières",5
Fuligno,5
Fribourg,5
Freibergae,5
Francfurt,5
Francfort-sur-le-Meyn,5
Francfort-Leipzig,5
"Francfort en foire",5
Fossombrone,5
Finale,5
Edimburgi,5
Dusseldorff,5
Dunkerque,5
Dordrechti,5
Deux-Ponts,5
Dantzig,5
"Curiae Regnitianae",5
Cracoviae,5
Coutances,5
"Coloniae Augustae Agrippinensium",5
Colle,5
Charleville,5
"Cap Haïtien",5
Campidonae,5
Cadiz,5
Budae,5
Brugis,5
Bourges,5
Berlino,5
"Berlin (Paris",5
Beauvais,5
Bayonne,5
Barby,5
Bar-le-Duc,5
Bagatelle,5
"Aux Indes",5
"Aux Enfers",5
"Augustae Trevirorum",5
Asti,5
Arnhem,5
Amsterdamo,5
"Amsterdam (i.e. Paris",5
Abbeville,5
"Épinal",4
"t'Amsterdam",4
"t'Amsteldam",4
"s' Gravenhage",4
Zwollae,4
"Zweibrücken",4
Yorck,4
Westphalie,4
Warszawa,4
Vlissingen,4
Vittenbergae,4
"Vitembergae ad Albim",4
Vire,4
Valentiae,4
Utregt,4
"Upsaliæ",4
"Téhéran)",4
Tubingue,4
Tridenti,4
Tournai,4
Toulon,4
"Séville",4
Stougard,4
"Stockholm och Upsala",4
"St P",4
Spinali,4
Spa,4
Sondershusae,4
Siracusa,4
Servestae,4
Segovia,4
Schaffhausen,4
"Sankt P",4
Saint-Malo,4
"S. P",4
Rochefort,4
Reading,4
Ratopolis,4
"Québec",4
Pozsonyban,4
Porrentruy,4
"Pont-à-Mousson",4
Pistoia,4
Partout,4
Paris?,4
Pari,4
Pappenheim,4
Padoue,4
Orihuela,4
Onoldi,4
"Nördlingen",4
Nordhusae,4
Nice,4
Newport,4
"Newcastle upon Tyne",4
Nevers,4
"Neufchâteau",4
"Neuchâtel [i. e. Paris",4
Nemausi,4
Moulins,4
Montefiascone,4
Messanae,4
Medioburgi,4
Mechelen,4
Meaux,4
Massiliae,4
Marsiglia,4
Mantuae,4
"Lugduni apud Batavos",4
"Lugduni Bat.",4
Lubeck,4
Lovani,4
Lons-le-Saunier,4
Londre,4
Lindaugiae,4
Lichfield,4
Leipzic,4
Leipsik,4
"Le Havre",4
"La Flèche",4
"L'Orient",4
Koppenhagen,4
Karlsruhe,4
"K. Polis",4
"Höxter",4
Hof,4
Hildburghusae,4
Helmstat,4
Heilbronnae,4
Harlemi,4
Hage,4
"Görlitz",4
Guastalla,4
Graz,4
Gottingen,4
Goslariae,4
Gorizia,4
Glascow,4
"Giessae Hassorum",4
Ghendt,4
Gelopoli,4
Fulginei,4
Fulda,4
Fridericostadii,4
"Friburgi Brisgoviae",4
"Freyburg im Breisgau",4
Frankfurt-am-Mayn,4
"Francofurti cis Viadrum",4
"Francfort sur le Mein",4
Foligno,4
Eustadii,4
Cuera,4
Cremonae,4
Cracovie,4
Commercy,4
"Coloniæ-Allobrogum",4
"Coloniae Ubiorum",4
Collimbriae,4
Coira,4
Cibinii,4
Chemnicii,4
Chalon,4
Cervariae,4
Cassellis,4
Carcassonne,4
Calissii,4
Cadix,4
Brunswigae,4
Bernburg,4
"Berlin (Genève",4
Bergerac,4
Basil,4
"August. Vindel.",4
"Au donjon du chasteau",4
Athen,4
"Amsterdam [i. e. Paris",4
"Altorphii Noricorum",4
"Altorphii Noric",4
Altorfi,4
"Agra (Paris) ?",4
Abo,4
"Éleuthéropolis",3
"the Savoy (London",3
"la Haye",3
"cent lieues de la Bastille (London",3
Zyrich,3
Yverdun,3
"Würzburg",3
"Wrocław",3
Worms,3
"Wolffenbüttel",3
Wolfenbutteli,3
Wolfenbuttelae,3
Witterbergae,3
"Wittebergae Saxonum",3
Wirzburg,3
Winchester,3
Wilnie,3
Williamsburg,3
Wesel,3
Weissenfelsae,3
Wahlheim,3
"Vittembergae Saxonum",3
"Vitembergae recusa",3
Vilnae,3
"Vienne en Autriche : chez J. P. Van Ghelen",3
Vich,3
Vevey,3
Vesaliae,3
"Veneunt Parisiis",3
Vannes,3
"Valentiae Ed",3
Valence,3
Upsal,3
Tunis,3
"Tulli Leucorum",3
Tronhiem,3
Trevigi,3
"Trańkabār",3
Tranquebariae,3
Trajecti-ad-Rhenum,3
"Trajecti Viltorum",3
"Tot Gendt",3
"Tot Brussel",3
Tolosan,3
Tarvisii,3
"T'Amsteldam",3
"Sybérie",3
"Sur l'édition italienne de 1776",3
"Sur l'imprimé",3
Sultzbach,3
"Suivant la copie de Paris",3
"Suisse (Paris",3
Stutgard,3
Straeda,3
Stokolm,3
Stivagii,3
Stendaliae,3
St.-P,3
"St. Pétersbourg",3
"St Pétersbourg",3
Speyer,3
Speier,3
"Se vend à Toulouse",3
Sardanapalis,3
Sanktp,3
Salzburg,3
Sainte-Menehould,3
Saint-Diez,3
Saint-Brieuc,3
"Roveredo (Venezia",3
"Rotenburgi ad Tubarim",3
Rhedonis,3
Reuttlingen,3
Ragusa,3
"Pézenas",3
"Pétersbourg",3
"Pondichéry",3
Pistorii,3
Pistoja,3
Pfoertenae,3
Pampelune,3
Pamiers,3
Padoa,3
Ostende,3
Osnabrugae,3
Nurnberg,3
Norwich,3
Nivelles,3
Naumburg,3
Nann,3
Namur,3
"Málaga",3
Montmartre,3
Monachi,3
Misenae,3
Memmingen,3
"Meißen",3
"Maëstricht",3
Mayence,3
Lynn,3
"Lugdum Batavorum",3
"Lugd. Bat",3
"Ludguni Batavorum",3
Lucques,3
Lor,3
"Londres [Paris",3
"Londres : [s. n",3
"Londres (Lausanne",3
Londoni,3
Lisbonae,3
Lione,3
Lindaviae,3
"Leïpsick",3
Leypsic,3
Leida,3
Leeds,3
"Le Havre-de-Grâce",3
"Le Havre de Grâce",3
"Le Cap",3
"Lausanne (Paris",3
"La Puebla",3
"La Haye [i.e. Paris",3
Konigsberg,3
Kobenhavn,3
Kassel,3
Irocopolis,3
Ipre,3
"Imprimée par exprès commandement de Sa Majesté",3
"Imprimé à Vienne",3
Herbipoli,3
Haya,3
Harderwyck,3
Hanover,3
"Halle im Magdeburg",3
Halberstadii,3
Halae-Magdeburgicae,3
"Halae Herm",3
"Götheborg",3
Guelferbyti,3
Greiffswald,3
Granada,3
Goudae,3
Gouda,3
Goa,3
Glogoviae,3
Glasgua,3
Ginevra,3
"Genève [i.e. Paris",3
Genf,3
Fuldae,3
Freystadt,3
"Frankfurth an der Oder",3
Frankfurt-am-Main,3
Frankenhausen,3
Franeker,3
"Franckfurt am Main",3
Franckenhausen,3
"Francfurt am Mayn",3
Forli,3
Flexiae,3
Evora,3
Erfurth,3
Duisburg,3
Dort,3
Dendermonde,3
Criticomanie,3
Costantz,3
Cosmopolis,3
Cosenza,3
Coppenhagen,3
Constantinopoli,3
"Constantinople (Paris",3
"Colocae (",3
Colmariae,3
Coblentz,3
Clignancourt,3
"Château-Gontier",3
"Châlons-en-Champagne",3
Christiania,3
Chester,3
Chemnitii,3
Chaumont,3
Cervera,3
Cellerina,3
Cavaillon,3
Castel-Paul,3
"Caprées",3
Calais,3
Cacopolis,3
Byruthi,3
Burlington,3
Budissin,3
"Brünn",3
Brunswick,3
Brunae,3
Biturigibus,3
"Berlin (Leyde",3
Berg-op-Zoom,3
Bayonan,3
Basiliae,3
Baruthi,3
Ballard,3
Autissiodori,3
Aurillac,3
"August. Vind.",3
"Au Port-au-Prince",3
"Au Palais-Royal",3
"Au Mans",3
Arnstadii,3
Arcadie,3
Annecy,3
Anneci,3
"Amsterdam [i.e. Paris",3
"Amsterdam (Avignon",3
Amersfoort,3
"Agripinae (Londres",3
Agen,3
"'S Gravenhage",3
"Կ. Պոլիս",2
"à Paris",2
"w Warszawie",2
"the Savoy [London",2
paris,2
"oppido Sancti-Deodati",2
"oppido Sancti Deodati",2
"la nouvelle Cithéropolis",2
"l'isle de Bourbon",2
"l'Isle de Bourbon",2
"l'Hermitage",2
Zwickau,2
Zurigo,2
Zittau,2
Zernez,2
Zerbst,2
Zegvelt,2
Zagrabiae,2
"Wrocław (Breslau",2
"Wolffenbüttelae",2
Wolffenbuttelii,2
Wolffenbuttel,2
Wittembergue,2
Wismar,2
Westmonasterii,2
"Westeräs",2
Warsovie,2
Warschau,2
Wallerstein,2
"W. Wilnie",2
"W. Warszawie",2
"W Wrocławiu",2
"W Krakowie",2
Viviers,2
"Vitry (-le-François",2
Vitry,2
Viterbo,2
Vitemb.,2
Vismariae,2
"Vis-à-vis Fontenoy",2
Vindoboniae,2
Vincennes,2
"Villefranche de Haute-Guienne",2
Ville-Franche,2
Villagarsiae,2
Viborg,2
Veropolis,2
Venzia,2
Venitiis,2
"Veneunt in n",2
Velitris,2
Varsavia,2
Utreche,2
"Utrech [i.e. Utrecht",2
"Usecht al Reno",2
"Ulyssipone Occidentali",2
Ultrecht,2
Tyrnoviae,2
"Typis princ. monast. S. Blasii",2
Tutellae,2
Tugii,2
Trieste,2
Trangambariae,2
"Trajectiad Rhenum",2
"Trajecti ad Rhen",2
Toulouso,2
"Tot Gend",2
Tolosa,2
"Ticini regii",2
